Inn,Score,Out,RoB,Pit(cnt)Sequence,R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7,Bottom of the 6th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 5-6-7
b6,2-2,0,"['', '', '']",3(1-1) BCX,O,ATL,J. Estrada,B. Arroyo,-3%,54%,Lineout: 3B
b6,2-2,1,"['', '', '']",2(0-1) CX,,ATL,A. LaRoche,B. Arroyo,4%,58%,Single to RF (Line Drive)
b6,2-2,1,"['LaRoche', '', '']",2(0-1) CX,OO,ATL,A. Jones,B. Arroyo,-8%,50%,Ground Ball Double Play: P-2B-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.
Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7,Top of the 7th Red Sox Batting Tied 2-2 Braves' Antonio Alfonseca facing 5-6-7
,,,,,,,,,Antonio Alfonseca replaces Jaret Wright pitching and batting 9th,Antonio Alfonseca replaces Jaret Wright pitching and batting 9th,Antonio Alfonseca replaces Jaret Wright pitching and batting 9th
t7,2-2,0,"['', '', '']",3(1-1) .BCX,,BOS,N. Garciaparra,A. Alfonseca,-6%,44%,Single to RF (Fly Ball)
t7,2-2,0,"['Garciaparra', '', '']",4(1-2) 1FB>F11C,O,BOS,T. Nixon,A. Alfonseca,6%,50%,Strikeout Looking
t7,2-2,1,"['Garciaparra', '', '']",2(0-1) 1C1X,OO,BOS,J. Varitek,A. Alfonseca,9%,59%,Ground Ball Double Play: 2B-SS-1B
,,,,,,,,,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 1 hit 0 errors 0 LOB. Red Sox 2 Braves 2.
Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1,Bottom of the 7th Braves Batting Tied 2-2 Red Sox' Bronson Arroyo facing 8-9-1
b7,2-2,0,"['', '', '']",3(1-1) FBX,O,ATL,C. Thomas,B. Arroyo,-4%,55%,Groundout: 2B-1B
,,,,,,,,,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th,Eli Marrero pinch hits for Antonio Alfonseca (P) batting 9th
b7,2-2,1,"['', '', '']",2(0-1) .SX,O,ATL,E. Marrero,B. Arroyo,-3%,52%,Groundout: 3B-1B
b7,2-2,2,"['', '', '']",5(2-2) BBCCC,O,ATL,R. Furcal,B. Arroyo,-2%,50%,Strikeout Looking
,,,,,,,,,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Braves 2.,0 runs 0 hits 0 errors 0 LOB. Red Sox 2 Braves 2.
Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1,Top of the 8th Red Sox Batting Tied 2-2 Braves' Chris Reitsma facing 8-9-1
,,,,,,,,,Chris Reitsma replaces Eli Marrero (PH) pitching and batting 9th,Chris Reitsma replaces Eli Marrero (PH) pitching and batting 9th,Chris Reitsma replaces Eli Marrero (PH) pitching and batting 9th
t8,2-2,0,"['', '', '']",2(0-1) .CX,,BOS,B. Mueller,C. Reitsma,-7%,43%,Single to CF (Ground Ball)
,,,,,,,,,Kevin Youkilis pinch hits for Bronson Arroyo (P) batting 9thPokey Reese pinch runs for Bill Mueller (3B) batting 8th,Kevin Youkilis pinch hits for Bronson Arroyo (P) batting 9thPokey Reese pinch runs for Bill Mueller (3B) batting 8th,Kevin Youkilis pinch hits for Bronson Arroyo (P) batting 9thPokey Reese pinch runs for Bill Mueller (3B) batting 8th
t8,2-2,0,"['Reese', '', '']",4(2-1) ..1B1BC>T,O,BOS,K. Youkilis,C. Reitsma,12%,55%,Reese Caught Stealing 2B (C-2B)
t8,2-2,1,"['', '', '']",6(3-2) ..1B1BC>T.BB,,BOS,K. Youkilis,C. Reitsma,-5%,50%,Walk
t8,2-2,1,"['Youkilis', '', '']",6(3-2) BB1BC>F>X,,BOS,J. Damon,C. Reitsma,-7%,43%,Reached on E4 (Ground Ball); Youkilis to 2B; Damon to 1B
t8,2-2,1,"['Damon', 'Youkilis', '']",3(1-1) BSX,,BOS,M. Bellhorn,C. Reitsma,-11%,32%,Single to LF (Line Drive); Youkilis to 3B; Damon to 2B
